file_name,MBTI
isfj0_face.jpg,isfj
isfj1_face.jpg,isfj
isfj4_face.jpg,isfj
isfj6_face.jpg,isfj
isfj7_face.jpg,isfj
isfj8_face.jpg,isfj
isfj9_face.jpg,isfj
isfj11_face.jpg,isfj
isfj12_face.jpg,isfj
isfj13_face.jpg,isfj
isfj14_face.jpg,isfj
isfj15_face.jpg,isfj
isfj16_face.jpg,isfj
isfj17_face.jpg,isfj
isfj18_face.jpg,isfj
isfj19_face.jpg,isfj
isfj20_face.jpg,isfj
isfj21_face.jpg,isfj
isfj22_face.jpg,isfj
isfj26_face.jpg,isfj
isfj27_face.jpg,isfj
isfj29_face.jpg,isfj
isfj30_face.jpg,isfj
isfj31_face.jpg,isfj
isfj32_face.jpg,isfj
isfj33_face.jpg,isfj
isfj34_face.jpg,isfj
isfj35_face.jpg,isfj
isfj39_face.jpg,isfj
isfj40_face.jpg,isfj
isfj41_face.jpg,isfj
isfj43_face.jpg,isfj
isfj46_face.jpg,isfj
isfj47_face.jpg,isfj
isfj48_face.jpg,isfj
isfj49_face.jpg,isfj
isfj50_face.jpg,isfj
isfj51_face.jpg,isfj
isfj52_face.jpg,isfj
isfj53_face.jpg,isfj
isfj54_face.jpg,isfj
isfj55_face.jpg,isfj
isfj56_face.jpg,isfj
isfj58_face.jpg,isfj
isfj59_face.jpg,isfj
isfj60_face.jpg,isfj
isfj61_face.jpg,isfj
isfj62_face.jpg,isfj
isfj65_face.jpg,isfj
isfj66_face.jpg,isfj
isfj67_face.jpg,isfj
isfj68_face.jpg,isfj
isfj69_face.jpg,isfj
isfj70_face.jpg,isfj
isfj71_face.jpg,isfj
isfj72_face.jpg,isfj
