file_name,MBTI
infp0_face.jpg,infp
infp1_face.jpg,infp
infp2_face.jpg,infp
infp5_face.jpg,infp
infp6_face.jpg,infp
infp7_face.jpg,infp
infp8_face.jpg,infp
infp9_face.jpg,infp
infp10_face.jpg,infp
infp11_face.jpg,infp
infp12_face.jpg,infp
infp13_face.jpg,infp
infp15_face.jpg,infp
infp16_face.jpg,infp
infp17_face.jpg,infp
infp18_face.jpg,infp
infp19_face.jpg,infp
infp20_face.jpg,infp
infp22_face.jpg,infp
infp23_face.jpg,infp
infp25_face.jpg,infp
infp28_face.jpg,infp
infp29_face.jpg,infp
infp30_face.jpg,infp
infp31_face.jpg,infp
infp35_face.jpg,infp
infp37_face.jpg,infp
infp38_face.jpg,infp
infp39_face.jpg,infp
infp40_face.jpg,infp
infp41_face.jpg,infp
infp42_face.jpg,infp
infp44_face.jpg,infp
infp45_face.jpg,infp
infp46_face.jpg,infp
infp47_face.jpg,infp
infp49_face.jpg,infp
infp50_face.jpg,infp
infp52_face.jpg,infp
infp56_face.jpg,infp
infp57_face.jpg,infp
infp58_face.jpg,infp
infp59_face.jpg,infp
infp61_face.jpg,infp
infp64_face.jpg,infp
infp67_face.jpg,infp
infp69_face.jpg,infp
infp71_face.jpg,infp
infp75_face.jpg,infp
infp76_face.jpg,infp
infp77_face.jpg,infp
infp79_face.jpg,infp
infp80_face.jpg,infp
infp81_face.jpg,infp
infp82_face.jpg,infp
infp83_face.jpg,infp
infp84_face.jpg,infp
infp86_face.jpg,infp
infp89_face.jpg,infp
infp91_face.jpg,infp
infp92_face.jpg,infp
infp93_face.jpg,infp
infp94_face.jpg,infp
infp95_face.jpg,infp
infp96_face.jpg,infp
infp97_face.jpg,infp
infp98_face.jpg,infp
infp99_face.jpg,infp
infp101_face.jpg,infp
infp102_face.jpg,infp
infp103_face.jpg,infp
infp104_face.jpg,infp
