file_name,MBTI
esfp0_face.jpg,esfp
esfp1_face.jpg,esfp
esfp2_face.jpg,esfp
esfp3_face.jpg,esfp
esfp4_face.jpg,esfp
esfp5_face.jpg,esfp
esfp6_face.jpg,esfp
esfp7_face.jpg,esfp
esfp8_face.jpg,esfp
esfp9_face.jpg,esfp
esfp10_face.jpg,esfp
esfp11_face.jpg,esfp
esfp12_face.jpg,esfp
esfp13_face.jpg,esfp
esfp17_face.jpg,esfp
esfp19_face.jpg,esfp
esfp21_face.jpg,esfp
esfp23_face.jpg,esfp
esfp24_face.jpg,esfp
esfp25_face.jpg,esfp
esfp26_face.jpg,esfp
esfp27_face.jpg,esfp
esfp28_face.jpg,esfp
esfp29_face.jpg,esfp
esfp30_face.jpg,esfp
esfp32_face.jpg,esfp
esfp33_face.jpg,esfp
esfp34_face.jpg,esfp
esfp35_face.jpg,esfp
esfp38_face.jpg,esfp
esfp40_face.jpg,esfp
esfp42_face.jpg,esfp
esfp49_face.jpg,esfp
esfp51_face.jpg,esfp
esfp52_face.jpg,esfp
esfp53_face.jpg,esfp
esfp55_face.jpg,esfp
esfp56_face.jpg,esfp
esfp58_face.jpg,esfp
esfp59_face.jpg,esfp
esfp60_face.jpg,esfp
esfp61_face.jpg,esfp
esfp62_face.jpg,esfp
esfp63_face.jpg,esfp
esfp64_face.jpg,esfp
esfp65_face.jpg,esfp
esfp66_face.jpg,esfp
esfp67_face.jpg,esfp
esfp68_face.jpg,esfp
esfp69_face.jpg,esfp
esfp70_face.jpg,esfp
esfp71_face.jpg,esfp
esfp72_face.jpg,esfp
esfp73_face.jpg,esfp
esfp74_face.jpg,esfp
esfp75_face.jpg,esfp
esfp76_face.jpg,esfp
esfp77_face.jpg,esfp
esfp79_face.jpg,esfp
esfp80_face.jpg,esfp
esfp81_face.jpg,esfp
esfp82_face.jpg,esfp
esfp83_face.jpg,esfp
esfp84_face.jpg,esfp
esfp85_face.jpg,esfp
