file_name,MBTI
isfp0_face.jpg,isfp
isfp1_face.jpg,isfp
isfp2_face.jpg,isfp
isfp3_face.jpg,isfp
isfp5_face.jpg,isfp
isfp7_face.jpg,isfp
isfp8_face.jpg,isfp
isfp9_face.jpg,isfp
isfp11_face.jpg,isfp
isfp12_face.jpg,isfp
isfp13_face.jpg,isfp
isfp15_face.jpg,isfp
isfp16_face.jpg,isfp
isfp19_face.jpg,isfp
isfp21_face.jpg,isfp
isfp22_face.jpg,isfp
isfp23_face.jpg,isfp
isfp24_face.jpg,isfp
isfp25_face.jpg,isfp
isfp26_face.jpg,isfp
isfp27_face.jpg,isfp
isfp28_face.jpg,isfp
isfp29_face.jpg,isfp
isfp30_face.jpg,isfp
isfp31_face.jpg,isfp
isfp32_face.jpg,isfp
isfp33_face.jpg,isfp
isfp34_face.jpg,isfp
isfp35_face.jpg,isfp
isfp36_face.jpg,isfp
isfp37_face.jpg,isfp
isfp38_face.jpg,isfp
isfp39_face.jpg,isfp
isfp40_face.jpg,isfp
isfp41_face.jpg,isfp
isfp42_face.jpg,isfp
isfp43_face.jpg,isfp
isfp45_face.jpg,isfp
isfp46_face.jpg,isfp
isfp47_face.jpg,isfp
isfp48_face.jpg,isfp
isfp50_face.jpg,isfp
isfp54_face.jpg,isfp
isfp55_face.jpg,isfp
isfp56_face.jpg,isfp
isfp57_face.jpg,isfp
isfp58_face.jpg,isfp
isfp59_face.jpg,isfp
isfp60_face.jpg,isfp
isfp61_face.jpg,isfp
isfp62_face.jpg,isfp
isfp63_face.jpg,isfp
isfp64_face.jpg,isfp
isfp65_face.jpg,isfp
isfp66_face.jpg,isfp
isfp67_face.jpg,isfp
isfp68_face.jpg,isfp
isfp69_face.jpg,isfp
isfp70_face.jpg,isfp
isfp71_face.jpg,isfp
isfp73_face.jpg,isfp
isfp74_face.jpg,isfp
