file_name,MBTI
estp1_face.jpg,estp
estp2_face.jpg,estp
estp3_face.jpg,estp
estp4_face.jpg,estp
estp5_face.jpg,estp
estp6_face.jpg,estp
estp7_face.jpg,estp
estp10_face.jpg,estp
estp11_face.jpg,estp
estp12_face.jpg,estp
estp14_face.jpg,estp
estp15_face.jpg,estp
estp16_face.jpg,estp
estp17_face.jpg,estp
estp18_face.jpg,estp
estp19_face.jpg,estp
estp20_face.jpg,estp
estp23_face.jpg,estp
estp24_face.jpg,estp
estp26_face.jpg,estp
estp30_face.jpg,estp
estp32_face.jpg,estp
estp34_face.jpg,estp
estp36_face.jpg,estp
estp38_face.jpg,estp
estp40_face.jpg,estp
estp42_face.jpg,estp
estp43_face.jpg,estp
estp45_face.jpg,estp
estp46_face.jpg,estp
estp48_face.jpg,estp
estp50_face.jpg,estp
estp51_face.jpg,estp
estp52_face.jpg,estp
estp53_face.jpg,estp
estp54_face.jpg,estp
estp55_face.jpg,estp
estp58_face.jpg,estp
estp59_face.jpg,estp
estp62_face.jpg,estp
estp64_face.jpg,estp
estp67_face.jpg,estp
estp70_face.jpg,estp
estp71_face.jpg,estp
estp73_face.jpg,estp
estp74_face.jpg,estp
estp76_face.jpg,estp
estp78_face.jpg,estp
estp83_face.jpg,estp
estp84_face.jpg,estp
estp85_face.jpg,estp
estp88_face.jpg,estp
estp89_face.jpg,estp
